3.695,14.7
5.416,10.2
8.098,16
10.816,16.3
15.099,25.5
17.813,16.2
21.398,21.5
25.014,21.5
29.419,26.3
68.013,231.5
133.925,395.5
219.453,513
291.367,431.4
350.416,353.9
429.194,472.4
514.941,514.3
580.037,390.2
751.212,1026.9
1004.534,1519.7
